f,memory,mobility_rate,prediction,error,mean,variance,fail rate,r^2
0.1,7.0,0.0,,,,,100.0,
0.2,7.0,0.0,,,,,100.0,
0.3,7.0,0.0,,,,,100.0,
0.4,7.0,0.0,,,,,100.0,
0.5,7.0,0.0,,,,,100.0,
0.6,7.0,0.0,,,15.333333333333334,72.33333333333333,94.0,
0.7,7.0,0.0,,,9.45,49.944736842105264,60.0,
0.8,7.0,0.0,,,4.32258064516129,3.225806451612903,38.0,
0.9,7.0,0.0,,,3.2325581395348837,3.1351052048726467,14.0,
0.1,7.0,0.05,,,,,100.0,
0.2,7.0,0.05,,,463.7,23946.581632653062,0.0,
0.3,7.0,0.05,,,206.28,13350.083265306122,0.0,
0.4,7.0,0.05,,,79.18,1993.9873469387755,0.0,
0.5,7.0,0.05,,,41.32,300.58938775510205,0.0,
0.6,7.0,0.05,,,23.44,201.88408163265305,0.0,
0.7,7.0,0.05,,,10.1,65.8061224489796,0.0,
0.8,7.0,0.05,,,6.38,54.73020408163265,0.0,
0.9,7.0,0.05,,,3.8,6.285714285714286,0.0,
0.1,7.0,0.1,1184.272984,338.1629837,846.11,9701.05,64.0,
0.2,7.0,0.1,296.0682459,-15.03175407,311.1,12827.32,0.0,
0.3,7.0,0.1,131.5858871,21.66588708,109.92,2669.3,0.0,
0.4,7.0,0.1,74.01706148,22.41706148,51.6,1806.33,0.0,
0.5,7.0,0.1,47.37091935,24.05091935,23.32,102.88,0.0,
0.6,7.0,0.1,32.89647177,17.89647177,15.0,134.04,0.0,
0.7,7.0,0.1,24.1688364,15.8088364,8.36,23.66,0.0,
0.8,7.0,0.1,18.50426537,12.42426537,6.08,23.54,0.0,
0.9,7.0,0.1,14.62065412,11.90065412,2.72,2.16,0.0,
0.1,7.0,0.2,837.4074576,99.11745757,738.29,20583.13,24.0,
0.2,7.0,0.2,209.3518644,15.61186439,193.74,6587.58,0.0,
0.3,7.0,0.2,93.04527306,30.76527306,62.28,293.63,0.0,
0.4,7.0,0.2,52.3379661,19.6979661,32.64,295.62,0.0,
0.5,7.0,0.2,33.4962983,16.5762983,16.92,46.32,0.0,
0.6,7.0,0.2,23.26131827,13.10131827,10.16,21.24,0.0,
0.7,7.0,0.2,17.08994811,10.78994811,6.3,10.58,0.0,
0.8,7.0,0.2,13.08449152,8.304491525,4.78,10.18,0.0,
0.9,7.0,0.2,10.33836367,7.298363674,3.04,2.73,0.0,
0.1,7.0,0.3,683.740326,-27.23967405,710.98,17820.63,12.0,
0.2,7.0,0.3,170.9350815,34.05508149,136.88,1108.6,0.0,
0.3,7.0,0.3,75.97114733,28.31114733,47.66,260.84,0.0,
0.4,7.0,0.3,42.73377037,16.61377037,26.12,73.5,0.0,
0.5,7.0,0.3,27.34961304,14.16961304,13.18,20.48,0.0,
0.6,7.0,0.3,18.99278683,9.772786832,9.22,21.89,0.0,
0.7,7.0,0.3,13.9538842,8.793884203,5.16,7.97,0.0,
0.8,7.0,0.3,10.68344259,6.603442593,4.08,7.59,0.0,
0.9,7.0,0.3,8.441238592,5.881238592,2.56,1.52,0.0,
0.1,7.0,0.4,592.1364919,-72.67350813,664.81,27312.94,6.0,
0.2,7.0,0.4,148.034123,7.574122967,140.46,1561.31,0.0,
0.3,7.0,0.4,65.79294354,23.67294354,42.12,85.37,0.0,
0.4,7.0,0.4,37.00853074,16.86853074,20.14,34.74,0.0,
0.5,7.0,0.4,23.68545967,11.08545967,12.6,17.88,0.0,
0.6,7.0,0.4,16.44823589,7.928235885,8.52,10.62,0.0,
0.7,7.0,0.4,12.0844182,6.824418201,5.26,5.83,0.0,
0.8,7.0,0.4,9.252132685,5.312132685,3.94,5.77,0.0,
0.9,7.0,0.4,7.31032706,4.35032706,2.96,1.43,0.0,
0.1,7.0,0.5,529.6229791,-147.6670209,677.29,20772.46,18.0,
0.2,7.0,0.5,132.4057448,6.365744777,126.04,804.16,0.0,
0.3,7.0,0.5,58.84699768,12.76699768,46.08,182.16,0.0,
0.4,7.0,0.5,33.10143619,10.22143619,22.88,60.15,0.0,
0.5,7.0,0.5,21.18491916,9.564919164,11.62,14.04,0.0,
0.6,7.0,0.5,14.71174942,7.53174942,7.18,9.21,0.0,
0.7,7.0,0.5,10.80863223,6.208632227,4.6,4.16,0.0,
0.8,7.0,0.5,8.275359049,4.755359049,3.52,4.01,0.0,
0.9,7.0,0.5,6.538555298,3.958555298,2.58,2.0,0.0,
0.1,7.0,0.6,483.4774211,-232.2125789,715.69,29038.46,30.0,
0.2,7.0,0.6,120.8693553,-21.01064474,141.88,3416.72,0.0,
0.3,7.0,0.6,53.71971345,12.23971345,41.48,130.05,0.0,
0.4,7.0,0.6,30.21733882,9.617338816,20.6,37.76,0.0,
0.5,7.0,0.6,19.33909684,8.179096842,11.16,12.63,0.0,
0.6,7.0,0.6,13.42992836,6.269928363,7.16,11.65,0.0,
0.7,7.0,0.6,9.866886144,5.366886144,4.5,3.85,0.0,
0.8,7.0,0.6,7.554334704,3.914334704,3.64,4.28,0.0,
0.9,7.0,0.6,5.96885705,3.44885705,2.52,0.58,0.0,
0.1,7.0,0.7,447.6131142,-249.4768858,697.09,25718.26,32.0,
0.2,7.0,0.7,111.9032785,-20.47672145,132.38,1085.26,0.0,
0.3,7.0,0.7,49.73479047,9.514790466,40.22,138.42,0.0,
0.4,7.0,0.7,27.97581964,9.155819637,18.82,67.13,0.0,
0.5,7.0,0.7,17.90452457,7.684524568,10.22,11.77,0.0,
0.6,7.0,0.7,12.43369762,5.733697617,6.7,8.99,0.0,
0.7,7.0,0.7,9.134961514,4.594961514,4.54,4.95,0.0,
0.8,7.0,0.7,6.993954909,3.773954909,3.22,1.28,0.0,
0.9,7.0,0.7,5.52608783,2.66608783,2.86,1.67,0.0,
0.1,7.0,0.8,418.7037288,-257.4862712,676.19,17691.86,58.0,
0.2,7.0,0.8,104.6759322,-33.1240678,137.8,1218.94,0.0,
0.3,7.0,0.8,46.52263653,7.062636532,39.46,173.44,0.0,
0.4,7.0,0.8,26.16898305,8.888983049,17.28,32.37,0.0,
0.5,7.0,0.8,16.74814915,6.528149151,10.22,11.32,0.0,
0.6,7.0,0.8,11.63065913,5.630659133,6.0,6.98,0.0,
0.7,7.0,0.8,8.544974057,4.724974057,3.82,2.31,0.0,
0.8,7.0,0.8,6.542245762,3.082245762,3.46,1.6,0.0,
0.9,7.0,0.8,5.169181837,2.629181837,2.54,0.78,0.0,
0.1,7.0,0.9,394.7576612,-308.8823388,703.64,29366.71,72.0,
0.2,7.0,0.9,98.68941531,-33.15058469,131.84,714.14,0.0,
0.3,7.0,0.9,43.86196236,6.26196236,37.6,71.22,0.0,
0.4,7.0,0.9,24.67235383,6.152353828,18.52,31.56,0.0,
0.5,7.0,0.9,15.79030645,5.91030645,9.88,11.74,0.0,
0.6,7.0,0.9,10.96549059,4.12549059,6.84,8.46,0.0,
0.7,7.0,0.9,8.056278801,3.276278801,4.78,2.99,0.0,
0.8,7.0,0.9,6.168088457,2.988088457,3.18,0.89,0.0,
0.9,7.0,0.9,4.873551373,2.393551373,2.48,0.3,0.0,
0.1,9.0,0.0,,,,,100.0,
0.2,9.0,0.0,,,,,100.0,
0.3,9.0,0.0,,,,,100.0,
0.4,9.0,0.0,,,,,100.0,
0.5,9.0,0.0,,,,,100.0,
0.6,9.0,0.0,,,23.75,114.25,92.0,
0.7,9.0,0.0,,,4.555555555555555,9.555555555555555,64.0,
0.8,9.0,0.0,,,6.451612903225806,38.189247311827955,38.0,
0.9,9.0,0.0,,,3.4651162790697674,4.3023255813953485,14.0,
0.1,9.0,0.05,,,,,100.0,
0.2,9.0,0.05,,,502.3469387755102,17510.231292517008,2.0,
0.3,9.0,0.05,,,198.92,6845.136326530613,0.0,
