f,memory,mobility_rate,prediction,error,mean,variance,fail rate,r^2
0.6,9.0,0.5,15.34028878,12.88028878,2.46,2.87,0.0,
0.7,9.0,0.5,11.27041625,9.130416247,2.14,0.65,0.0,
0.8,9.0,0.5,8.628912439,7.168912439,1.46,0.29,0.0,
0.9,9.0,0.5,6.817906125,5.757906125,1.06,0.1,0.0,
0.1,9.0,0.6,504.1333322,-297.5666678,801.7,11928.77,40.0,
0.2,9.0,0.6,126.0333331,-22.74666694,148.78,1196.38,0.0,
0.3,9.0,0.6,56.01481469,15.67481469,40.34,156.68,0.0,
0.4,9.0,0.6,31.50833326,17.00833326,14.5,38.5,0.0,
0.5,9.0,0.6,20.16533329,15.26533329,4.9,3.81,0.0,
0.6,9.0,0.6,14.00370367,11.50370367,2.5,1.19,0.0,
0.7,9.0,0.6,10.28843535,8.408435352,1.88,0.48,0.0,
0.8,9.0,0.6,7.877083316,6.337083316,1.54,0.38,0.0,
0.9,9.0,0.6,6.223868299,5.143868299,1.08,0.08,0.0,
0.1,9.0,0.7,466.7367719,-346.9832281,813.72,14214.33,64.0,
0.2,9.0,0.7,116.684193,-33.31580701,150.0,1080.61,0.0,
0.3,9.0,0.7,51.85964133,9.519641327,42.34,337.62,0.0,
0.4,9.0,0.7,29.17104825,14.61104825,14.56,25.72,0.0,
0.5,9.0,0.7,18.66947088,13.94947088,4.72,7.88,0.0,
0.6,9.0,0.7,12.96491033,10.66491033,2.3,0.66,0.0,
0.7,9.0,0.7,9.525240244,7.585240244,1.94,0.71,0.0,
0.8,9.0,0.7,7.292762062,5.912762062,1.38,0.28,0.0,
0.9,9.0,0.7,5.76218237,4.66218237,1.1,0.09,0.0,
0.1,9.0,0.8,436.5922726,-441.4077274,878.0,10890.67,86.0,
0.2,9.0,0.8,109.1480682,-37.45193185,146.6,1391.76,0.0,
0.3,9.0,0.8,48.51025251,8.690252512,39.82,145.25,0.0,
0.4,9.0,0.8,27.28701704,14.18701704,13.1,19.72,0.0,
0.5,9.0,0.8,17.4636909,12.3236909,5.14,9.14,0.0,
0.6,9.0,0.8,12.12756313,9.847563128,2.28,0.41,0.0,
0.7,9.0,0.8,8.91004638,6.99004638,1.92,0.52,0.0,
